spec	Fold_0
nist_3377312	train
nist_3377350	train
nist_3377364	train
nist_3377388	train
nist_3377414	train
nist_3377444	train
nist_3377471	train
nist_3377505	train
nist_3377529	train
nist_3377535	train
nist_3377550	train
nist_3377582	train
nist_3377602	val
nist_3377626	val
nist_3377659	val
nist_3377666	val
nist_3377687	val
nist_3377724	train
nist_3377760	train
nist_3377766	train
nist_3377802	test
nist_3377819	test
nist_3377857	val
nist_3377865	val
nist_3377881	val
nist_3377912	train
nist_3377948	train
nist_3377964	train
nist_3377977	train
nist_3378009	train
nist_3378053	train
nist_3378072	train
nist_3378096	train
nist_3378123	test
nist_3378150	train
nist_3378195	train
nist_3378207	train
nist_3378226	train
nist_3378242	train
nist_3378261	train
nist_3378293	train
nist_3378315	train
nist_3378338	train
nist_3378371	train
nist_3378412	train
nist_3378424	val
nist_3378440	val
nist_3378448	val
nist_3378465	train
nist_3378490	train
nist_3378502	train
nist_3378542	train
nist_3378547	train
nist_3378557	train
nist_3378575	train
nist_3378601	train
nist_3378635	train
nist_3378653	train
nist_3378678	train
nist_3378697	train
nist_3378722	train
nist_3378730	train
nist_3378740	train
nist_3378785	train
nist_3378840	train
nist_3378845	test
nist_3378885	train
nist_3378907	train
nist_3378947	val
nist_3378968	val
nist_3378993	val
nist_3379002	train
nist_3379021	train
nist_3379046	train
nist_3379067	train
nist_3379072	train
nist_3379080	train
nist_3379116	train
nist_3379144	train
nist_3379174	train
nist_3379199	train
nist_3379223	train
nist_3379296	train
nist_3379303	train
nist_3379339	val
nist_3379370	train
nist_3379401	train
nist_3379433	val
nist_3379452	val
nist_3379500	val
nist_3379513	val
nist_3379542	val
nist_3379549	train
nist_3379553	train
nist_3379567	val
nist_3379586	val
nist_3379598	train
nist_3379617	train
nist_3379623	train
nist_3379658	train
nist_3379670	val
nist_3379692	val
nist_3379717	val
nist_3379722	train
nist_3379729	test
nist_3379759	test
nist_3379786	train
nist_3379808	train
nist_3379819	train
nist_3379840	train
nist_3379873	train
nist_3379909	train
nist_3379915	train
nist_3379922	train
nist_3379935	train
nist_3379956	train
nist_3379979	train
nist_3379998	train
nist_3380012	train
nist_3380025	train
nist_3380043	train
nist_3380053	train
nist_3380060	train
nist_3380071	train
nist_3380081	train
nist_3380092	train
nist_3380099	train
nist_3380111	train
nist_3380121	train
nist_3380138	train
nist_3380147	train
nist_3380160	train
nist_3380176	train
nist_3380190	test
nist_3380220	test
nist_3380245	train
nist_3380261	train
nist_3380293	val
nist_3380334	val
nist_3380340	val
nist_3380359	val
nist_3380403	train
nist_3380420	train
nist_3380436	train
nist_3380460	train
nist_3380477	train
nist_3380496	train
nist_3380519	train
nist_3380552	train
nist_3380554	train
nist_3380586	train
nist_3380606	train
nist_3380618	train
nist_3380637	train
nist_3380651	train
nist_3380665	train
nist_3380674	train
nist_3380709	test
nist_3380725	test
nist_3380745	train
nist_3380757	train
nist_3380782	test
nist_3380822	train
nist_3380833	train
nist_3380843	train
nist_3380861	train
nist_3380873	train
nist_3380907	val
nist_3380930	train
nist_3380972	train
nist_3380979	train
nist_3381020	train
nist_3381039	train
nist_3381078	train
nist_3381099	train
nist_3381116	train
nist_3381131	train
nist_3381151	val
nist_3381182	test
nist_3381202	train
nist_3381206	train
nist_3381221	train
nist_3381232	train
nist_3381241	test
nist_3381249	test
nist_3381264	test
nist_3381278	train
nist_3381314	train
nist_3381339	train
nist_3381359	train
nist_3381372	train
nist_3381392	train
nist_3381404	test
nist_3381410	test
nist_3381422	train
nist_3381439	train
nist_3381449	val
nist_3381465	train
nist_3381481	train
nist_3381501	test
nist_3381544	test
nist_3381554	test
nist_3381571	test
nist_3381582	train
nist_3381603	train
nist_3381622	train
nist_3381649	train
nist_3381668	train
nist_3381681	train
nist_3381696	train
nist_3381722	train
nist_3381727	train
nist_3381732	train
nist_3381740	train
nist_3381756	train
nist_3381764	train
nist_3381802	train
nist_3381833	train
nist_3381843	train
nist_3381859	train
nist_3381871	train
nist_3381879	train
nist_3381919	train
nist_3381932	train
nist_3381955	train
nist_3381960	train
nist_3381974	val
nist_3382015	train
nist_3382044	train
nist_3382081	train
nist_3382097	train
nist_3382132	train
nist_3382169	train
nist_3382227	train
nist_3382236	train
nist_3382246	train
nist_3382261	train
nist_3382296	test
nist_3382320	test
nist_3382376	train
nist_3382397	train
nist_3382417	train
nist_3382431	train
nist_3382433	val
nist_3382454	val
nist_3382506	val
nist_3382515	val
nist_3382529	val
nist_3382562	train
nist_3382574	train
nist_3382580	train
nist_3382643	train
nist_3382654	train
nist_3382674	train
nist_3382685	train
nist_3382694	train
nist_3382719	train
nist_3382730	train
nist_3382744	test
nist_3382755	train
nist_3382783	train
nist_3382790	train
nist_3382815	train
nist_3382828	train
nist_3382863	train
nist_3382883	train
nist_3382903	train
nist_3382953	train
nist_3382974	train
nist_3382994	train
nist_3383012	train
nist_3383042	train
nist_3383052	train
nist_3383083	train
nist_3383094	train
nist_3383110	train
nist_3383115	train
nist_3383130	train
nist_3383152	train
nist_3383190	train
nist_3383197	train
nist_3383220	train
nist_3383236	train
nist_3383244	train
nist_3383271	train
nist_3383288	train
nist_3383310	train
nist_3383338	train
nist_3383371	train
nist_3383388	train
nist_3383404	train
nist_3383421	train
nist_3383456	train
nist_3383473	train
nist_3383483	train
nist_3383508	train
nist_3383534	train
nist_3383555	train
nist_3383585	train
nist_3383620	train
nist_3383628	train
nist_3383648	train
nist_3383672	train
nist_3383703	train
nist_3383729	train
nist_3383750	train
nist_3383772	train
nist_3383792	train
nist_3383815	train
nist_3383835	train
nist_3383850	train
nist_3383865	train
nist_3383899	train
nist_3383909	train
nist_3383918	train
nist_3383933	train
nist_3383954	train
nist_3384005	train
nist_3384024	train
nist_3384076	train
nist_3384107	train
nist_3384116	train
nist_3384131	train
nist_3384152	train
nist_3384166	train
nist_3384169	test
nist_3384186	test
nist_3384200	test
nist_3384204	train
nist_3384230	train
nist_3384249	train
nist_3384268	train
nist_3384289	train
nist_3384318	train
nist_3384345	train
nist_3384359	train
nist_3384384	train
nist_3384390	train
nist_3384420	train
nist_3384439	train
nist_3384470	train
nist_3384485	train
nist_3384511	train
nist_3384531	train
nist_3384538	train
nist_3384562	train
nist_3384570	train
nist_3384591	train
nist_3384610	train
nist_3384621	train
nist_3384632	train
nist_3384649	train
nist_3384656	train
nist_3384667	train
nist_3384707	train
nist_3384735	train
nist_3384754	test
nist_3384769	test
nist_3384795	test
nist_3384817	train
nist_3384838	train
nist_3384878	train
nist_3384893	train
nist_3384913	train
nist_3384930	train
nist_3384945	train
nist_3384975	train
nist_3384995	train
nist_3385012	train
nist_3385027	train
nist_3385035	train
nist_3385062	train
nist_3385071	train
nist_3385094	train
nist_3385102	train
nist_3385125	train
nist_3385145	val
nist_3385151	train
nist_3385188	train
nist_3385198	train
nist_3385216	train
nist_3385229	train
nist_3385250	train
nist_3385301	train
nist_3385316	train
nist_3385340	train
nist_3385357	train
nist_3385380	train
nist_3385401	train
nist_3385436	train
nist_3385469	train
nist_3385495	train
nist_3385520	train
nist_3385537	train
nist_3385565	val
nist_3385583	val
nist_3385601	val
nist_3385613	val
nist_3385632	train
nist_3385656	train
nist_3385672	train
nist_3385683	train
nist_3385695	train
nist_3385716	train
nist_3385726	train
nist_3385759	test
nist_3385774	val
nist_3385807	val
nist_3385829	train
nist_3385892	train
nist_3385918	train
nist_3385939	train
nist_3385962	train
nist_3385975	train
nist_3386005	train
nist_3386014	train
nist_3386025	train
nist_3386043	test
nist_3386056	test
nist_3386081	train
nist_3386115	train
nist_3386135	train
nist_3386160	train
nist_3386171	train
nist_3386189	train
nist_3386229	train
nist_3386243	val
nist_3386274	train
nist_3386294	train
nist_3386317	train
nist_3386336	train
nist_3386345	train
nist_3386360	train
nist_3386395	train
nist_3386413	train
nist_3386433	train
nist_3386453	train
nist_3386477	train
nist_3386498	train
nist_3386519	train
nist_3386530	train
nist_3386545	train
nist_3386557	train
nist_3386594	train
nist_3386604	train
nist_3386645	train
nist_3386667	train
nist_3386673	train
nist_3386684	train
nist_3386695	train
nist_3386710	train
nist_3386723	train
nist_3386739	train
nist_3386747	train
nist_3386779	train
nist_3386809	train
nist_3386845	test
nist_3386865	test
nist_3386879	val
nist_3386898	val
nist_3386915	val
nist_3386924	train
nist_3386940	test
nist_3386947	test
nist_3386948	train
nist_3386961	train
nist_3386974	train
nist_3386988	train
nist_3387016	train
nist_3387045	train
nist_3387053	train
nist_3387063	train
nist_3387077	train
nist_3387094	train
nist_3387131	train
nist_3387142	train
nist_3387153	test
nist_3387161	train
nist_3387172	test
nist_3387179	train
nist_3387187	train
nist_3387201	train
nist_3387221	train
nist_3387234	train
nist_3387249	train
nist_3387262	train
nist_3387282	test
nist_3387298	val
nist_3387307	val
nist_3387375	val
nist_3387412	train
nist_3387421	train
nist_3387456	train
nist_3387471	test
nist_3387483	train
nist_3387501	train
nist_3387536	train
nist_3387556	train
nist_3387573	train
nist_3387595	train
nist_3387632	train
nist_3387644	train
nist_3387676	train
nist_3387685	train
nist_3387707	train
nist_3387757	train
nist_3387770	train
nist_3387795	train
nist_3387801	train
nist_3387813	train
nist_3387884	train
nist_3387890	train
nist_3387895	train
nist_3387915	train
nist_3387950	train
nist_3387956	train
nist_3387989	train
nist_3388029	train
nist_3388051	train
nist_3388082	train
nist_3388136	train
nist_3388156	train
nist_3388181	train
nist_3388210	train
nist_3388239	train
nist_3388307	val
nist_3388332	val
nist_3388356	train
nist_3388387	train
nist_3388397	train
nist_3388418	train
nist_3388448	train
nist_3388459	train
nist_3388518	train
nist_3388559	val
nist_3388610	val
nist_3388624	train
nist_3388678	train
nist_3388692	train
nist_3388713	train
nist_3388744	train
nist_3388758	val
nist_3388763	val
nist_3388804	train
nist_3388818	train
nist_3388829	train
nist_3388861	train
nist_3388883	train
nist_3388929	train
nist_3388956	train
nist_3388974	train
nist_3388992	train
nist_3389010	train
nist_3389041	train
nist_3389063	train
nist_3389084	train
nist_3389101	train
nist_3389122	train
nist_3389151	train
nist_3389189	train
nist_3389213	train
nist_3389222	train
nist_3389229	train
nist_3389247	train
nist_3389254	train
nist_3389278	train
nist_3389311	train
nist_3389342	train
nist_3389389	train
nist_3389405	train
nist_3389441	train
nist_3389490	train
nist_3389501	train
nist_3389512	train
nist_3389540	train
nist_3389545	train
nist_3389548	train
nist_3389575	train
nist_3389580	train
nist_3389608	train
nist_3389625	test
nist_3389645	train
nist_3389660	train
nist_3389682	train
nist_3389700	train
nist_3389725	train
nist_3389737	train
nist_3389761	train
nist_3389775	train
nist_3389804	train
nist_3389815	train
nist_3389826	train
nist_3389875	train
nist_3389920	train
nist_3389944	train
nist_3389958	train
nist_3389969	train
nist_3389972	train
nist_3390002	train
nist_3390024	train
nist_3390062	train
nist_3390078	train
nist_3390102	train
nist_3390123	train
nist_3390139	train
nist_3390156	train
nist_3390187	train
nist_3390218	train
nist_3390233	val
nist_3390269	val
nist_3390278	val
nist_3390330	train
nist_3390350	train
nist_3390366	train
nist_3390385	train
nist_3390415	train
nist_3390435	train
nist_3390451	train
nist_3390471	train
nist_3390491	train
nist_3390524	train
nist_3390529	train
nist_3390562	train
nist_3390595	train
nist_3390607	train
nist_3390625	train
nist_3390657	val
nist_3390663	test
nist_3390691	train
nist_3390707	train
nist_3390761	train
nist_3390799	train
nist_3390806	train
nist_3390815	test
nist_3390846	test
nist_3390859	train
nist_3390874	train
nist_3390908	train
nist_3390925	train
nist_3390957	train
nist_3390987	train
nist_3390998	train
nist_3391020	train
nist_3391030	train
nist_3391042	train
nist_3391054	train
nist_3391070	train
nist_3391079	train
nist_3391098	train
nist_3391106	train
nist_3391123	train
nist_3391141	train
nist_3391153	train
nist_3391191	test
nist_3391212	test
nist_3391251	test
nist_3391268	test
nist_3391282	train
nist_3391303	train
nist_3391315	train
nist_3391335	train
nist_3391371	train
nist_3391398	train
nist_3391410	train
nist_3391431	train
nist_3391452	train
nist_3391467	train
nist_3391480	train
nist_3391515	train
nist_3391520	train
nist_3391532	train
nist_3391568	train
nist_3391579	test
nist_3391596	train
nist_3391633	test
nist_3391649	test
nist_3391687	val
nist_3391698	val
nist_3391730	train
nist_3391753	train
nist_3391784	train
nist_3391816	train
nist_3391831	test
nist_3391851	train
nist_3394638	train
nist_3394679	train
nist_3394681	val
nist_3394699	val
nist_3394733	val
nist_3394750	val
nist_3394762	train
nist_3394784	train
nist_3394827	train
nist_3394848	train
nist_3394863	train
nist_3394891	train
nist_3394919	train
nist_3394931	train
nist_3394957	train
nist_3394972	train
nist_3394989	train
nist_3395000	train
nist_3395009	train
nist_3395017	test
nist_3395029	test
nist_3395048	test
nist_3395072	train
nist_3395122	train
nist_3395130	train
nist_3395172	test
nist_3395188	test
nist_3395204	test
nist_3395211	test
nist_3395219	train
nist_3395230	train
nist_3395247	train
nist_3395266	train
nist_3395277	train
nist_3395314	train
nist_3395351	train
nist_3395373	train
nist_3395389	train
nist_3395412	train
nist_3395432	train
nist_3395480	train
nist_3395499	train
nist_3395521	train
nist_3395536	train
nist_3395553	train
nist_3395568	train
nist_3395582	train
nist_3395597	train
nist_3395627	train
nist_3395647	train
nist_3395677	train
nist_3395689	train
nist_3395706	val
nist_3395722	val
nist_3395760	val
nist_3395803	val
nist_3395831	val
nist_3395880	train
nist_3395903	train
nist_3395935	train
nist_3395950	train
nist_3395962	test
nist_3395983	test
nist_3396036	test
nist_3396061	train
nist_3396078	train
nist_3396095	train
nist_3396113	train
nist_3396161	val
nist_3396186	test
nist_3396216	train
nist_3396237	train
nist_3396255	train
nist_3396272	train
nist_3396308	train
nist_3396325	train
nist_3396363	train
nist_3396374	train
nist_3396405	train
nist_3396439	train
nist_3396466	train
nist_3396493	val
nist_3396503	train
nist_3396520	train
nist_3396530	val
nist_3396563	train
nist_3396579	train
nist_3396626	train
nist_3396662	train
nist_3396683	train
nist_3396698	test
nist_3396725	val
nist_3396754	val
nist_3396766	train
nist_3396784	val
nist_3396812	train
nist_3396845	test
nist_3396854	train
nist_3396894	val
nist_3396909	val
nist_3396923	train
nist_3396962	train
nist_3396998	train
nist_3397023	test
nist_3397051	train
nist_3397082	train
nist_3397096	train
nist_3397119	train
nist_3397153	train
nist_3397192	train
nist_3397221	train
nist_3397265	train
nist_3397303	train
nist_3397338	test
nist_3397342	val
nist_3397377	test
nist_3397410	train
nist_3397430	train
nist_3397476	train
nist_3397512	test
nist_3397598	train
nist_3397640	test
nist_3397678	val
nist_3397716	train
nist_3397735	train
nist_3397755	train
nist_3397788	train
nist_3397812	train
nist_3397846	train
nist_3397883	train
nist_3397913	train
nist_3397931	train
nist_3397948	test
nist_3398002	train
nist_3398054	train
nist_3398059	train
nist_3398089	test
nist_3398128	train
nist_3398140	train
nist_3398156	train
nist_3398172	train
nist_3398179	train
nist_3398217	train
nist_3398256	train
nist_3398278	train
nist_3398305	train
nist_3398338	test
nist_3398372	test
nist_3398403	train
nist_3398443	train
nist_3398474	train
nist_3398504	train
nist_3398518	train
nist_3398533	test
nist_3398563	train
nist_3398595	test
nist_3398630	train
nist_3398654	train
nist_3398688	train
nist_3398706	train
nist_3398737	train
nist_3398751	test
nist_3398772	val
nist_3398812	val
nist_3398818	test
nist_3398854	test
nist_3398899	train
nist_3398917	train
nist_3398955	train
nist_3399014	test
nist_3399034	test
nist_3399057	train
nist_3399078	train
nist_3399100	train
nist_3399131	train
nist_3399163	val
nist_3399184	train
nist_3399198	train
nist_3399214	train
nist_3399224	train
nist_3399258	train
nist_3399299	train
nist_3399312	train
nist_3399342	train
nist_3399352	train
nist_3399376	train
nist_3399391	val
nist_3399437	val
nist_3399458	test
nist_3399476	test
nist_3399496	train
nist_3399533	train
nist_3399571	train
nist_3399632	train
nist_3399668	train
nist_3399689	train
nist_3399715	train
nist_3399731	train
nist_3399774	val
nist_3399792	val
nist_3399821	train
nist_3399853	train
nist_3399867	train
nist_3399890	train
nist_3399899	train
nist_3399927	train
nist_3399955	val
nist_3400001	val
nist_3400074	val
nist_3400084	train
nist_3400126	train
nist_3400139	train
nist_3400196	train
nist_3400232	train
nist_3400244	train
nist_3400262	test
nist_3400300	train
nist_3400312	test
nist_3400347	train
nist_3400386	train
nist_3400401	train
nist_3400413	train
nist_3400437	train
nist_3400459	train
nist_3400488	train
nist_3400496	train
nist_3400525	train
nist_3400558	train
nist_3400600	test
nist_3400613	train
nist_3400630	train
nist_3400663	train
nist_3400675	train
nist_3400707	train
nist_3400749	test
nist_3400788	test
nist_3400797	train
nist_3400839	train
nist_3400847	train
nist_3400890	train
nist_3400929	train
nist_3400966	train
nist_3401000	train
nist_3401038	train
nist_3401052	test
nist_3401096	train
nist_3401120	train
nist_3401130	train
nist_3401168	train
nist_3401175	val
nist_3401212	train
nist_3401250	train
nist_3401255	train
nist_3401273	train
nist_3401319	train
nist_3401338	val
nist_3401364	train
nist_3401386	train
nist_3401442	train
nist_3401497	train
nist_3401533	train
nist_3401580	train
nist_3401628	train
nist_3401648	train
nist_3401666	val
nist_3401708	val
nist_3401730	train
nist_3401751	test
nist_3401813	test
nist_3401822	train
nist_3401868	test
nist_3401886	test
nist_3401912	train
nist_3401939	val
nist_3401979	val
nist_3402026	train
nist_3402069	train
nist_3402088	train
nist_3402105	train
nist_3402113	train
nist_3402157	train
nist_3402225	test
nist_3402299	test
nist_3402312	train
nist_3402326	train
nist_3402379	train
nist_3402420	train
nist_3402470	train
nist_3402491	train
nist_3402542	train
nist_3402553	train
nist_3402590	train
nist_3402605	val
nist_3402645	train
nist_3402686	train
nist_3402718	train
nist_3402762	train
nist_3402775	train
nist_3402808	train
nist_3402844	train
nist_3402875	train
nist_3402907	train
nist_3402934	train
nist_3402960	train
nist_3403002	test
nist_3403018	val
nist_3403056	val
nist_3403078	val
nist_3403125	train
nist_3403168	train
nist_3403189	val
nist_3403218	train
nist_3403255	train
nist_3403271	val
nist_3403302	test
nist_3403371	train
nist_3403416	train
nist_3403445	train
nist_3403479	train
nist_3403512	val
nist_3403531	val
nist_3403570	val
nist_3403587	val
nist_3403596	train
nist_3403629	train
nist_3403657	train
nist_3403703	train
nist_3403741	train
nist_3403758	train
nist_3403767	train
nist_3403770	val
nist_3403840	train
nist_3403889	train
nist_3403924	train
nist_3403943	train
nist_3403954	train
nist_3403987	train
nist_3404006	train
nist_3404024	train
nist_3404036	train
nist_3404056	train
nist_3404121	train
nist_3404150	train
nist_3404206	val
nist_3404225	val
nist_3404242	val
nist_3404257	val
nist_3404294	train
nist_3404344	train
nist_3404361	train
nist_3404402	train
nist_3404430	train
nist_3404434	train
nist_3404455	train
nist_3404477	train
nist_3404521	train
nist_3404562	train
nist_3404637	train
nist_3404691	train
nist_3404715	train
nist_3404760	train
nist_3404782	train
nist_3404844	train
nist_3404864	train
nist_3404898	train
nist_3404910	test
nist_3404920	test
nist_3404939	test
nist_3404955	test
nist_3404975	test
nist_3405005	train
nist_3405023	train
nist_3405072	train
nist_3405088	train
nist_3405119	train
nist_3405152	train
nist_3405193	train
nist_3405233	val
nist_3405253	val
nist_3405299	val
nist_3405319	val
nist_3405352	val
nist_3405362	train
nist_3405397	train
nist_3405431	train
nist_3405497	train
nist_3405533	train
nist_3405536	train
nist_3405563	train
nist_3405575	train
nist_3405589	train
nist_3405623	train
nist_3405662	train
nist_3405696	train
nist_3405713	train
nist_3405720	train
nist_3405730	train
nist_3405745	train
nist_3405778	train
nist_3405798	train
nist_3405820	train
nist_3405848	test
nist_3405870	train
nist_3405937	train
nist_3405966	val
nist_3405981	train
nist_3406048	train
nist_3406066	train
nist_3406100	test
nist_3406121	test
nist_3406142	test
nist_3406159	test
nist_3406226	test
nist_3406230	train
nist_3406247	train
nist_3406262	train
nist_3406311	train
nist_3406333	train
nist_3406349	train
nist_3406366	train
nist_3406385	train
nist_3406410	train
nist_3406442	train
nist_3406462	train
nist_3406505	val
nist_3406528	val
nist_3406548	train
nist_3406633	train
nist_3406671	test
nist_3406692	test
nist_3406729	test
nist_3406738	train
nist_3406753	train
nist_3406791	train
nist_3406826	train
nist_3406851	val
nist_3406869	val
nist_3406887	train
nist_3406908	train
nist_3406942	train
nist_3406981	train
nist_3406999	train
nist_3407045	train
nist_3407073	train
nist_3407101	train
nist_3407137	train
nist_3407161	train
nist_3407204	train
nist_3407235	train
nist_3407256	train
nist_3407265	val
nist_3407298	train
nist_3407317	train
nist_3407339	train
nist_3407386	train
nist_3407394	train
nist_3407445	train
nist_3407464	train
nist_3407482	train
nist_3407521	val
nist_3407542	val
nist_3407577	train
nist_3407606	val
nist_3407642	train
nist_3407677	test
nist_3407698	train
nist_3407710	train
nist_3407738	train
nist_3407755	train
nist_3407784	train
nist_3407821	train
nist_3407831	val
nist_3407862	train
nist_3407869	train
nist_3407876	train
nist_3407887	train
nist_3407908	train
nist_3407935	train
nist_3407964	train
nist_3408009	train
nist_3408052	train
nist_3408073	train
nist_3408091	train
nist_3408110	train
nist_3408123	train
nist_3408140	train
nist_3408157	train
nist_3408173	train
nist_3408181	train
nist_3408213	train
nist_3408270	train
nist_3408279	train
nist_3408333	train
nist_3408351	train
nist_3408403	train
nist_3408434	train
nist_3408456	train
nist_3408479	train
nist_3408515	train
nist_3408550	train
nist_3408591	val
nist_3408620	test
nist_3408658	train
nist_3408674	test
nist_3408686	train
nist_3408722	train
nist_3408731	train
nist_3408750	train
nist_3408766	train
nist_3408790	train
nist_3408808	train
nist_3408824	train
nist_3408865	train
nist_3408900	train
nist_3408926	train
nist_3408941	train
nist_3408957	train
nist_3408968	train
nist_3409023	train
nist_3409060	test
nist_3409075	train
nist_3409091	train
nist_3409162	train
nist_3409192	val
nist_3409236	train
nist_3409264	train
nist_3409358	train
nist_3409382	train
nist_3409399	train
nist_3409450	train
nist_3409457	train
nist_3409482	train
nist_3409500	train
nist_3409541	train
nist_3409554	val
nist_3409574	train
nist_3409597	train
nist_3409638	train
nist_3409655	train
nist_3409685	train
nist_3409704	train
nist_3409721	train
nist_3409734	train
nist_3409747	train
nist_3409762	train
nist_3409774	train
nist_3409844	train
nist_3409858	train
nist_3409879	train
nist_3409899	train
nist_3409966	val
nist_3409986	train
nist_3410021	train
nist_3410036	train
nist_3410050	val
nist_3410094	val
nist_3410127	train
nist_3410156	train
nist_3410182	val
nist_3410204	train
nist_3410253	train
nist_3410279	train
nist_3410296	train
nist_3410306	train
nist_3410322	train
nist_3410346	train
nist_3410363	train
nist_3410399	train
nist_3410429	train
nist_3410445	train
nist_3410482	train
nist_3410496	train
nist_3410502	train
nist_3410556	train
nist_3410589	val
nist_3410602	val
nist_3410610	train
nist_3410630	train
nist_3410643	train
nist_3410651	train
nist_3410669	train
nist_3410701	train
nist_3410724	train
nist_3410754	train
nist_3410762	train
nist_3410799	train
nist_3410813	train
nist_3410837	train
nist_3410856	train
nist_3410888	train
nist_3410899	train
nist_3410918	train
nist_3410935	train
nist_3410959	train
nist_3410970	train
nist_3410992	train
nist_3411044	train
nist_3411076	train
nist_3411098	train
nist_3411104	train
nist_3411115	train
nist_3411129	train
nist_3411148	train
nist_3411171	train
nist_3411187	train
nist_3411210	train
nist_3411228	test
nist_3411258	train
nist_3411297	train
nist_3411323	train
nist_3411342	train
nist_3411370	train
nist_3411426	train
nist_3411450	train
nist_3411476	train
nist_3411521	test
nist_3411551	train
nist_3411564	train
nist_3411573	train
nist_3411592	train
nist_3411605	train
nist_3411620	train
nist_3411628	train
nist_3411698	train
nist_3411718	train
nist_3411742	train
nist_3411780	train
nist_3411837	train
nist_3411867	test
nist_3411910	train
nist_3411930	train
nist_3411962	train
nist_3411992	train
nist_3412029	train
nist_3412060	train
nist_3412092	train
nist_3412118	train
nist_3412140	train
nist_3412163	train
nist_3412172	train
nist_3412191	train
nist_3412207	test
nist_3412245	train
nist_3412282	test
nist_3412300	train
nist_3412338	val
nist_3412395	train
nist_3412415	train
nist_3412442	train
nist_3412464	train
nist_3412495	train
nist_3412538	train
nist_3412572	train
nist_3412631	train
nist_3412650	test
nist_3412669	test
nist_3412685	train
nist_3412716	train
nist_3412735	train
nist_3412777	train
nist_3412794	train
nist_3412830	test
nist_3412854	test
nist_3412918	test
nist_3412925	train
nist_3412963	train
nist_3412978	train
nist_3413000	train
nist_3413040	train
nist_3413058	train
nist_3413095	train
nist_3413107	train
nist_3413118	train
nist_3413136	train
nist_3413182	test
nist_3413203	test
nist_3413230	test
nist_3413270	train
nist_3413320	train
nist_3413353	train
nist_3413361	val
nist_3413393	train
nist_3413415	train
nist_3413439	train
nist_3413463	train
nist_3413517	val
nist_3413557	train
nist_3413570	train
nist_3413624	train
nist_3413687	train
nist_3413710	train
nist_3413732	train
nist_3413776	test
nist_3413791	test
nist_3413804	test
nist_3413838	test
nist_3413850	train
nist_3413895	train
nist_3413915	train
nist_3413937	train
nist_3413990	train
nist_3414080	train
nist_3414106	train
nist_3414129	train
nist_3414236	val
nist_3414262	val
nist_3414285	train
nist_3414300	train
nist_3414313	train
nist_3414329	train
nist_3414369	train
nist_3414398	train
nist_3414409	train
nist_3414489	train
nist_3414537	train
nist_3414551	train
nist_3414571	train
nist_3414612	train
nist_3414638	train
nist_3414696	train
nist_3414707	test
nist_3414745	test
nist_3414796	train
nist_3414818	train
nist_3414860	train
nist_3414869	train
nist_3414942	train
nist_3414950	train
nist_3415005	train
nist_3415059	train
nist_3415094	train
nist_3415101	train
nist_3415139	val
nist_3415156	val
nist_3415180	val
nist_3415198	val
nist_3415218	train
nist_3415265	train
nist_3415298	train
nist_3415346	train
nist_3415364	train
nist_3415391	train
nist_3415409	train
nist_3415442	train
nist_3415474	train
nist_3415528	train
nist_3415575	train
nist_3415588	train
nist_3415628	train
nist_3415631	val
nist_3415689	train
nist_3415707	test
nist_3415723	train
nist_3415731	train
nist_3415749	train
nist_3415809	train
nist_3415831	test
nist_3415855	train
nist_3415886	train
nist_3415916	train
nist_3415940	train
nist_3415993	train
nist_3416022	train
nist_3416030	val
nist_3416071	train
nist_3416103	train
nist_3416137	train
nist_3416172	train
nist_3416193	train
nist_3416227	train
nist_3416236	train
nist_3416289	val
nist_3416326	train
nist_3416389	val
nist_3416428	val
nist_3416441	train
nist_3416474	train
nist_3416522	train
nist_3416543	train
nist_3416560	train
nist_3416590	train
nist_3416611	train
nist_3416634	train
nist_3416648	train
nist_3416685	train
nist_3416718	train
nist_3416735	train
nist_3416746	train
nist_3416766	train
nist_3416796	val
nist_3416838	train
nist_3416855	train
nist_3416889	train
nist_3416924	train
nist_3416964	val
nist_3417016	train
nist_3417051	train
nist_3417073	train
nist_3417100	train
nist_3417153	train
nist_3417169	train
nist_3417212	train
nist_3417228	train
nist_3417251	train
nist_3417272	train
nist_3417286	train
nist_3417308	train
nist_3417347	train
nist_3417400	train
nist_3417443	train
nist_3417502	train
nist_3417549	train
nist_3417583	train
nist_3417621	train
nist_3417655	val
nist_3417687	train
nist_3417717	train
nist_3417756	train
nist_3417773	train
nist_3417816	train
nist_3417868	val
nist_3417899	val
nist_3417958	test
nist_3418007	train
nist_3418029	train
nist_3418061	val
nist_3418122	val
nist_3418139	train
nist_3418185	train
nist_3418251	train
nist_3418287	train
nist_3418308	train
nist_3418382	test
nist_3418448	train
nist_3418464	test
nist_3418481	val
nist_3418519	val
nist_3418538	train
nist_3418626	train
nist_3418682	train
nist_3418703	val
nist_3418744	train
nist_3418764	train
nist_3418786	train
nist_3418838	test
nist_3418879	test
nist_3418893	test
nist_3418912	train
nist_3418933	train
nist_3418964	train
nist_3418976	train
nist_3418989	train
nist_3419027	train
nist_3419041	train
nist_3419068	train
nist_3419114	train
nist_3419133	train
nist_3419162	train
nist_3419174	train
nist_3419196	train
nist_3419238	train
nist_3419265	train
nist_3419286	train
nist_3419320	train
nist_3419331	train
nist_3419352	train
nist_3419371	train
nist_3419402	train
nist_3419434	train
nist_3419464	train
